学生学院,年级,班级,预警级别,学号,不及格课程总学分,不及格门次
数学与统计学院,2017,0401173,蓝色预警,040117316,3,1
数学与统计学院,2017,0401173,蓝色预警,040117320,3,1
数学与统计学院,2017,0401173,橙色预警,040117331,23,5
数学与统计学院,2017,0401173,蓝色预警,040117338,3,1
数学与统计学院,2017,0401173,蓝色预警,040117339,3,1
数学与统计学院,2017,0401173,黄色预警,040117340,14,3
数学与统计学院,2017,0401173,蓝色预警,150817124,3,1
数学与统计学院,2017,0401173,蓝色预警,Z05117223,3,1
数学与统计学院,2017,0407171,蓝色预警,040717101,4,1
数学与统计学院,2017,0407171,蓝色预警,040717104,2,1
数学与统计学院,2017,0407171,黄色预警,040717105,7,2
数学与统计学院,2017,0407171,蓝色预警,040717108,4,1
数学与统计学院,2017,0407171,黄色预警,040717111,13,4
数学与统计学院,2017,0407171,黄色预警,040717112,11,3
数学与统计学院,2017,0407171,黄色预警,040717113,13,4
数学与统计学院,2017,0407171,黄色预警,040717118,8,2
数学与统计学院,2017,0407171,黄色预警,040717120,13,3
数学与统计学院,2017,0407171,黄色预警,040717123,9,2
数学与统计学院,2017,0407171,黄色预警,040717124,8,2
数学与统计学院,2017,0407171,黄色预警,040717125,8,2
数学与统计学院,2017,0407171,蓝色预警,040717126,4,1
数学与统计学院,2017,0407171,蓝色预警,040717128,4,1
数学与统计学院,2017,0407171,黄色预警,040717131,7,2
数学与统计学院,2017,0407171,黄色预警,040717137,9,2
数学与统计学院,2017,0408171,蓝色预警,040817104,5,1
数学与统计学院,2017,0408171,橙色预警,040817105,12,5
数学与统计学院,2017,0408171,蓝色预警,040817107,3,1
数学与统计学院,2017,0408171,蓝色预警,040817108,3,1
数学与统计学院,2017,0408171,橙色预警,040817116,18,5
数学与统计学院,2017,0408171,红色预警,040817124,34,10
数学与统计学院,2017,0408171,黄色预警,040817132,9,2
数学与统计学院,2017,0408171,蓝色预警,040817142,3,1
数学与统计学院,2017,0408171,黄色预警,060817139,7,2
数学与统计学院,2017,0408171,黄色预警,Z09417233,9,2
数学与统计学院,2017,0408172,黄色预警,040817205,9,2
数学与统计学院,2017,0408172,蓝色预警,040817210,3,1
数学与统计学院,2017,0408172,黄色预警,040817221,7,2
数学与统计学院,2017,0408172,红色预警,040817230,26,7
数学与统计学院,2017,0408172,蓝色预警,040817243,3,1
数学与统计学院,2017,0408172,黄色预警,040817244,10,3
数学与统计学院,2017,0408172,蓝色预警,060517237,1,1
数学与统计学院,2017,0408172,蓝色预警,060817107,4,1
数学与统计学院,2017,0414171,黄色预警,041417101,8,2
数学与统计学院,2017,0414171,橙色预警,041417102,20,5
数学与统计学院,2017,0414171,红色预警,041417105,33,8
数学与统计学院,2017,0414171,黄色预警,041417110,10,2
数学与统计学院,2017,0414171,黄色预警,041417111,11,3
数学与统计学院,2017,0414171,红色预警,041417114,57,15
数学与统计学院,2017,0414171,蓝色预警,041417115,3,1
数学与统计学院,2017,0414171,蓝色预警,041417117,3,1
数学与统计学院,2017,0414171,蓝色预警,041417144,5,1
数学与统计学院,2017,0414171,黄色预警,150817120,7,2
数学与统计学院,2017,0414171,蓝色预警,150817121,1,1
数学与统计学院,2018,0401181,红色预警,040118102,30,6
数学与统计学院,2018,0401181,黄色预警,040118104,11,2
数学与统计学院,2018,0401181,黄色预警,040118105,22,4
数学与统计学院,2018,0401181,红色预警,040118106,28,5
数学与统计学院,2018,0401181,蓝色预警,040118108,6,1
数学与统计学院,2018,0401181,蓝色预警,040118109,5,1
数学与统计学院,2018,0401181,蓝色预警,040118110,5,1
数学与统计学院,2018,0401181,黄色预警,040118111,11,2
数学与统计学院,2018,0401181,黄色预警,040118112,14,3
数学与统计学院,2018,0401181,黄色预警,040118113,11,2
数学与统计学院,2018,0401181,黄色预警,040118114,11,2
数学与统计学院,2018,0401181,黄色预警,040118115,8,2
数学与统计学院,2018,0401181,蓝色预警,040118119,5,1
数学与统计学院,2018,0401181,蓝色预警,040118121,5,1
数学与统计学院,2018,0401181,黄色预警,040118122,17,3
数学与统计学院,2018,0401181,蓝色预警,040118123,5,1
数学与统计学院,2018,0401181,蓝色预警,040118124,6,1
数学与统计学院,2018,0401181,蓝色预警,040118129,5,1
数学与统计学院,2018,0401181,蓝色预警,040118130,6,1
数学与统计学院,2018,0401181,黄色预警,040118132,17,3
数学与统计学院,2018,0401181,黄色预警,040118135,11,2
数学与统计学院,2018,0401181,蓝色预警,040118136,6,1
数学与统计学院,2018,0401181,蓝色预警,150818127,5,1
数学与统计学院,2018,0401182,黄色预警,040118201,11,2
数学与统计学院,2018,0401182,蓝色预警,040118202,5,1
数学与统计学院,2018,0401182,黄色预警,040118206,8,2
数学与统计学院,2018,0401182,黄色预警,040118207,7,2
数学与统计学院,2018,0401182,蓝色预警,040118208,5,1
数学与统计学院,2018,0401182,蓝色预警,040118209,5,1
数学与统计学院,2018,0401182,黄色预警,040118211,8,2
数学与统计学院,2018,0401182,蓝色预警,040118212,5,1
数学与统计学院,2018,0401182,黄色预警,040118213,16,3
数学与统计学院,2018,0401182,蓝色预警,040118214,5,1
数学与统计学院,2018,0401182,蓝色预警,040118216,6,1
数学与统计学院,2018,0401182,黄色预警,040118217,13,3
数学与统计学院,2018,0401182,蓝色预警,040118219,2,1
数学与统计学院,2018,0401182,蓝色预警,040118220,5,1
数学与统计学院,2018,0401182,黄色预警,040118222,18,3
数学与统计学院,2018,0401182,蓝色预警,040118229,5,1
数学与统计学院,2018,0401182,黄色预警,040118233,15,4
数学与统计学院,2018,0401182,蓝色预警,040118234,6,1
数学与统计学院,2018,0401182,红色预警,040118235,24,5
数学与统计学院,2018,0401182,蓝色预警,Z15218129,5,1
数学与统计学院,2018,0401183,蓝色预警,040118302,6,1
数学与统计学院,2018,0401183,蓝色预警,040118303,6,1
数学与统计学院,2018,0401183,蓝色预警,040118304,3,1
数学与统计学院,2018,0401183,蓝色预警,040118305,2,1
数学与统计学院,2018,0401183,黄色预警,040118306,8,2
数学与统计学院,2018,0401183,黄色预警,040118307,13,3
数学与统计学院,2018,0401183,黄色预警,040118308,11,2
数学与统计学院,2018,0401183,蓝色预警,040118309,5,1
数学与统计学院,2018,0401183,黄色预警,040118310,8,2
数学与统计学院,2018,0401183,黄色预警,040118311,11,2
数学与统计学院,2018,0401183,黄色预警,040118312,13,3
数学与统计学院,2018,0401183,橙色预警,040118313,21,5
数学与统计学院,2018,0401183,黄色预警,040118314,11,2
数学与统计学院,2018,0401183,蓝色预警,040118317,5,1
数学与统计学院,2018,0401183,蓝色预警,040118320,5,1
数学与统计学院,2018,0401183,蓝色预警,040118321,5,1
数学与统计学院,2018,0401183,蓝色预警,040118322,5,1
数学与统计学院,2018,0401183,黄色预警,040118323,13,3
数学与统计学院,2018,0401183,蓝色预警,040118325,5,1
数学与统计学院,2018,0401183,蓝色预警,040118327,5,1
数学与统计学院,2018,0401183,蓝色预警,040118328,5,1
数学与统计学院,2018,0401183,红色预警,040118330,25,5
数学与统计学院,2018,0401183,蓝色预警,040118334,3,1
数学与统计学院,2018,0401183,黄色预警,040118337,12,2
数学与统计学院,2018,0401183,黄色预警,040118338,11,2
数学与统计学院,2018,0401183,黄色预警,040118340,7,2
数学与统计学院,2018,0401183,黄色预警,093118127,11,2
数学与统计学院,2018,0401183,黄色预警,160918144,17,3
数学与统计学院,2018,0407181,蓝色预警,040718101,4,1
数学与统计学院,2018,0407181,黄色预警,040718103,4.5,2
数学与统计学院,2018,0407181,蓝色预警,040718106,2,1
数学与统计学院,2018,0407181,橙色预警,040718108,18,5
数学与统计学院,2018,0407181,蓝色预警,040718110,2,1
数学与统计学院,2018,0407181,蓝色预警,040718113,4,1
数学与统计学院,2018,0407181,黄色预警,040718117,8,3
数学与统计学院,2018,0407181,黄色预警,040718122,6.5,3
数学与统计学院,2018,0407181,蓝色预警,040718125,4,1
数学与统计学院,2018,0407181,橙色预警,040718130,21,6
数学与统计学院,2018,0407181,黄色预警,040718133,7,2
数学与统计学院,2018,0407181,黄色预警,040718134,9,3
数学与统计学院,2018,0407181,橙色预警,040718137,23,6
数学与统计学院,2018,0407181,蓝色预警,040718138,5,1
数学与统计学院,2018,0407181,蓝色预警,040718141,3,1
数学与统计学院,2018,0407181,蓝色预警,040718142,2,1
数学与统计学院,2018,0407181,蓝色预警,040718145,2,1
数学与统计学院,2018,0407181,蓝色预警,040718147,5,1
数学与统计学院,2018,0407181,蓝色预警,040718148,5,1
数学与统计学院,2018,0407181,蓝色预警,040718149,2,1
数学与统计学院,2018,0408181,蓝色预警,020218123,3,1
数学与统计学院,2018,0408181,黄色预警,030618124,8,2
数学与统计学院,2018,0408181,蓝色预警,040818101,1,1
数学与统计学院,2018,0408181,蓝色预警,040818102,5,1
数学与统计学院,2018,0408181,橙色预警,040818103,22,5
数学与统计学院,2018,0408181,蓝色预警,040818104,2,1
数学与统计学院,2018,0408181,蓝色预警,040818106,5,1
数学与统计学院,2018,0408181,蓝色预警,040818118,5,1
数学与统计学院,2018,0408181,蓝色预警,040818120,5,1
数学与统计学院,2018,0408181,蓝色预警,040818121,5,1
数学与统计学院,2018,0408181,黄色预警,040818123,3,2
数学与统计学院,2018,0408181,黄色预警,040818125,10,2
数学与统计学院,2018,0408181,黄色预警,040818132,18,4
数学与统计学院,2018,0408181,橙色预警,040818137,21,5
数学与统计学院,2018,0408181,黄色预警,040818141,9,2
数学与统计学院,2018,0408181,蓝色预警,040818150,5,1
数学与统计学院,2018,0414181,蓝色预警,041418101,2,1
数学与统计学院,2018,0414181,黄色预警,041418103,10,2
数学与统计学院,2018,0414181,黄色预警,041418106,10,2
数学与统计学院,2018,0414181,蓝色预警,041418107,3,1
数学与统计学院,2018,0414181,蓝色预警,041418116,2,1
数学与统计学院,2018,0414181,黄色预警,041418119,21,4
数学与统计学院,2018,0414181,蓝色预警,041418121,5,1
数学与统计学院,2018,0420181,黄色预警,042018102,8,2
数学与统计学院,2018,0420181,蓝色预警,042018104,5,1
数学与统计学院,2018,0420181,橙色预警,042018106,20,5
数学与统计学院,2018,0420181,黄色预警,042018107,8,2
数学与统计学院,2018,0420181,黄色预警,042018109,8,2
数学与统计学院,2018,0420181,蓝色预警,042018114,3,1
数学与统计学院,2018,0420181,蓝色预警,042018122,5,1
数学与统计学院,2018,0420181,黄色预警,042018127,8,2
数学与统计学院,2018,ZB15181,黄色预警,ZB1518121,11,4
数学与统计学院,2018,ZB15181,黄色预警,ZB1518132,7,2
外国语学院,2012,0308122,蓝色预警,030812206,3,1
外国语学院,2012,Y044122,黄色预警,Y04412206,12,2
外国语学院,2013,0315131,蓝色预警,031513105,8,1
外国语学院,2014,0302141,红色预警,030214101,18,9
外国语学院,2014,0303142,黄色预警,030314222,20,3
外国语学院,2014,0303143,黄色预警,030313202,8,4
外国语学院,2014,0306141,黄色预警,030614119,14,4
外国语学院,2014,0306142,黄色预警,030614201,18.5,4
外国语学院,2014,0306142,蓝色预警,030614207,2,1
外国语学院,2014,0306142,黄色预警,030614220,22,4
外国语学院,2015,0301151,蓝色预警,030115107,6,1
外国语学院,2015,0301151,红色预警,030115116,33,12
外国语学院,2015,0301151,红色预警,030115130,29,11
外国语学院,2015,0303152,红色预警,030315202,42,7
外国语学院,2015,0303152,蓝色预警,030315204,6,1
外国语学院,2015,0303152,蓝色预警,030315208,10,1
外国语学院,2015,0303152,蓝色预警,030315222,10,1
外国语学院,2015,0303153,黄色预警,030315323,18,3
外国语学院,2015,0306151,红色预警,030615102,81,26
外国语学院,2015,0306152,蓝色预警,030615203,3,1
外国语学院,2015,0308152,蓝色预警,030815211,10,1
外国语学院,2016,0301161,黄色预警,030116110,12,4
外国语学院,2016,0301164,蓝色预警,030116407,0.5,1
外国语学院,2016,0301164,蓝色预警,030116418,0.5,1
外国语学院,2016,0302161,黄色预警,030215134,8,3
外国语学院,2016,0302161,蓝色预警,030216103,2,1
外国语学院,2016,0302161,橙色预警,030216115,12.5,5
外国语学院,2016,0302161,蓝色预警,030216125,0.5,1
外国语学院,2016,0302161,黄色预警,030216128,2.5,2
外国语学院,2016,0302162,蓝色预警,030216218,2,1
外国语学院,2016,0302162,红色预警,030216230,24,4
外国语学院,2016,0302162,黄色预警,030216232,4.5,3
外国语学院,2016,0303161,黄色预警,030316101,1.5,2
外国语学院,2016,0303161,红色预警,030316116,30,5
外国语学院,2016,0303161,黄色预警,030316126,18,2
外国语学院,2016,0303162,蓝色预警,030315118,0.5,1
外国语学院,2016,0303162,蓝色预警,030316224,2,1
外国语学院,2016,0303163,黄色预警,030316304,6,3
外国语学院,2016,0303163,红色预警,030316313,50,11
外国语学院,2016,0303163,蓝色预警,030316318,8,1
外国语学院,2016,0306161,红色预警,030616101,34.5,10
外国语学院,2016,0306161,蓝色预警,030616104,8,1
外国语学院,2016,0306161,黄色预警,030616120,16.5,3
外国语学院,2016,0306162,橙色预警,030616202,11,7
外国语学院,2016,0308161,黄色预警,030816101,6,3
外国语学院,2016,0308161,黄色预警,030816102,1.5,2
外国语学院,2016,0308162,黄色预警,030816220,8,2
外国语学院,2017,0301171,蓝色预警,030117124,6,1
外国语学院,2017,0301172,黄色预警,030117202,11,3
外国语学院,2017,0301172,蓝色预警,030117219,3,1
外国语学院,2017,0301172,黄色预警,030117224,6,2
外国语学院,2017,0301172,蓝色预警,040817106,1,1
外国语学院,2017,0301173,蓝色预警,030117326,6,1
外国语学院,2017,0301174,蓝色预警,030117401,2,1
外国语学院,2017,0301174,黄色预警,030117418,6,2
外国语学院,2017,0302171,黄色预警,030217104,6,4
外国语学院,2017,0302172,蓝色预警,030217213,2,1
外国语学院,2017,0302172,蓝色预警,030217226,2,1
外国语学院,2017,0302172,蓝色预警,030217229,2,1
外国语学院,2017,0302173,蓝色预警,030217338,1,1
外国语学院,2017,0302173,黄色预警,060417119,4,2
外国语学院,2017,0303171,黄色预警,030317101,16,2
外国语学院,2017,0303171,红色预警,030317103,29,5
外国语学院,2017,0303172,蓝色预警,030317210,8,1
外国语学院,2017,0303172,黄色预警,030317217,10,2
外国语学院,2017,0303172,蓝色预警,030317218,8,1
外国语学院,2017,0303172,蓝色预警,030317220,2,1
外国语学院,2017,0306171,蓝色预警,030617103,2,1
外国语学院,2017,0306171,蓝色预警,030617106,2,1
外国语学院,2017,0306171,黄色预警,030617119,4,2
外国语学院,2017,0306171,蓝色预警,030617120,2,1
外国语学院,2017,0306171,红色预警,Z15117127,24,5
外国语学院,2017,0306172,红色预警,030617201,42,7
外国语学院,2017,0306172,黄色预警,030617203,4,2
外国语学院,2017,0306172,黄色预警,030617212,6,3
外国语学院,2017,0306172,蓝色预警,030617213,2,1
外国语学院,2017,0306172,蓝色预警,030617216,2,1
外国语学院,2017,0308171,蓝色预警,030817116,8,1
外国语学院,2018,0301181,蓝色预警,030118116,2,1
外国语学院,2018,0301183,蓝色预警,020418318,2,1
外国语学院,2018,0301184,蓝色预警,030118419,2,1
外国语学院,2018,0302181,蓝色预警,030218126,2,1
外国语学院,2018,0302181,黄色预警,030218133,16,4
外国语学院,2018,0303181,黄色预警,030318106,1.5,2
外国语学院,2018,0303181,黄色预警,030318107,5,2
外国语学院,2018,0303181,蓝色预警,030318121,2,1
外国语学院,2018,0303181,蓝色预警,030318122,2,1
外国语学院,2018,0303181,蓝色预警,030318123,2,1
外国语学院,2018,0303181,蓝色预警,030318128,2,1
外国语学院,2018,0303181,蓝色预警,030318131,10,1
外国语学院,2018,0303182,蓝色预警,030318201,2,1
外国语学院,2018,0303182,蓝色预警,030318203,2,1
外国语学院,2018,0303182,黄色预警,030318205,8,3
外国语学院,2018,0303182,黄色预警,030318206,7,4
外国语学院,2018,0303182,黄色预警,030318207,20,2
外国语学院,2018,0303182,蓝色预警,030318209,2,1
外国语学院,2018,0303182,蓝色预警,030318211,2,1
外国语学院,2018,0303182,蓝色预警,030318215,2,1
外国语学院,2018,0303182,蓝色预警,030318216,2,1
外国语学院,2018,0303182,蓝色预警,030318218,10,1
外国语学院,2018,0303183,黄色预警,030318310,22,3
外国语学院,2018,0303183,蓝色预警,030318327,10,1
外国语学院,2018,0303183,蓝色预警,030318328,10,1
外国语学院,2018,0306181,红色预警,030618101,26,5
外国语学院,2018,0306181,蓝色预警,030618121,10,1
外国语学院,2018,0308181,黄色预警,030818101,20,2
外国语学院,2018,0308181,蓝色预警,030818103,1,1
外国语学院,2018,0308181,黄色预警,030818111,20,2
外国语学院,2018,0308181,蓝色预警,030818114,2,1
外国语学院,2018,0308181,蓝色预警,030818115,2,1
外国语学院,2018,0308181,黄色预警,030818118,22,3
外国语学院,2018,0308181,黄色预警,030818121,12,2
外国语学院,2018,0308182,黄色预警,030818201,22,3
外国语学院,2018,0308182,蓝色预警,030818202,2,1
外国语学院,2018,ZB12181,蓝色预警,ZB1218113,2,1
外国语学院,2018,ZB12182,蓝色预警,ZB1218207,2,1
外国语学院,2018,ZB12182,黄色预警,ZB1218229,4,2
物理与电子工程学院,2012,0524121,红色预警,050512109,36,10
物理与电子工程学院,2012,1604122,蓝色预警,160412208,4,1
物理与电子工程学院,2013,0501131,红色预警,050113113,30,8
物理与电子工程学院,2013,0502131,橙色预警,050213110,18,5
物理与电子工程学院,2013,0502132,黄色预警,050213214,11,3
物理与电子工程学院,2013,0502132,红色预警,050213222,26,7
物理与电子工程学院,2013,Z051132,黄色预警,160413205,14.5,4
物理与电子工程学院,2014,0501141,红色预警,050114104,24,7
物理与电子工程学院,2014,0501141,红色预警,050114109,24,7
物理与电子工程学院,2014,0502141,橙色预警,050214118,20.5,6
物理与电子工程学院,2014,0502142,蓝色预警,050214214,4,1
物理与电子工程学院,2014,0502142,黄色预警,050214215,16,4
物理与电子工程学院,2014,0502142,黄色预警,050214218,16,4
物理与电子工程学院,2014,0502142,蓝色预警,050214228,4,1
物理与电子工程学院,2014,0505141,橙色预警,050512103,19.5,7
物理与电子工程学院,2014,0505142,蓝色预警,050514213,3,1
物理与电子工程学院,2014,Z051141,橙色预警,160412133,20,6
物理与电子工程学院,2014,Z051142,黄色预警,Z05114239,14,4
物理与电子工程学院,2014,Z052142,蓝色预警,Z05214207,4,1
物理与电子工程学院,2014,Z052142,黄色预警,Z05214216,7,2
物理与电子工程学院,2015,0501151,黄色预警,050115101,7,2
物理与电子工程学院,2015,0501151,黄色预警,050115103,8,2
物理与电子工程学院,2015,0501151,蓝色预警,050115126,5,1
物理与电子工程学院,2015,0502151,蓝色预警,050215103,2,1
物理与电子工程学院,2015,0502151,蓝色预警,050215114,4,1
物理与电子工程学院,2015,0502151,黄色预警,050215115,6.5,2
物理与电子工程学院,2015,0502151,蓝色预警,050215126,4,1
物理与电子工程学院,2015,0502152,黄色预警,050215207,16.5,4
物理与电子工程学院,2015,0502152,蓝色预警,050215213,4,1
物理与电子工程学院,2015,0502152,黄色预警,050215221,7.5,2
物理与电子工程学院,2015,0505151,黄色预警,050515102,17,4
物理与电子工程学院,2015,0505151,黄色预警,050515105,8,2
物理与电子工程学院,2015,0505151,黄色预警,050515109,11.5,4
物理与电子工程学院,2015,0505151,蓝色预警,050515122,0.5,1
物理与电子工程学院,2015,0505151,红色预警,052613109,29.5,8
物理与电子工程学院,2015,0505152,黄色预警,050515205,13,3
物理与电子工程学院,2015,0505152,蓝色预警,050515213,4,1
物理与电子工程学院,2015,0505152,黄色预警,050515220,8,2
物理与电子工程学院,2015,0505152,黄色预警,050515225,16,4
物理与电子工程学院,2015,0505153,红色预警,050515333,29.5,7
物理与电子工程学院,2015,Z051151,蓝色预警,Z05115131,4,1
物理与电子工程学院,2015,Z051152,黄色预警,Z05115202,10.5,3
物理与电子工程学院,2015,Z051152,红色预警,Z05115206,26,5
物理与电子工程学院,2015,Z051152,蓝色预警,Z05115211,4,1
物理与电子工程学院,2015,Z051152,黄色预警,Z05115214,8,2
物理与电子工程学院,2015,Z051152,橙色预警,Z05115217,20,6
物理与电子工程学院,2015,Z051152,红色预警,Z05115218,34,8
物理与电子工程学院,2015,Z051152,红色预警,Z05115220,37.5,8
物理与电子工程学院,2015,Z051152,黄色预警,Z05115221,20.5,4
物理与电子工程学院,2015,Z052151,蓝色预警,Z05215118,3,1
物理与电子工程学院,2015,Z052152,黄色预警,Z05215222,6,2
物理与电子工程学院,2016,0501161,橙色预警,050116103,20,6
物理与电子工程学院,2016,0501161,蓝色预警,050116104,3,1
物理与电子工程学院,2016,0501161,橙色预警,050116105,13,5
物理与电子工程学院,2016,0501161,黄色预警,050116107,12,4
物理与电子工程学院,2016,0501161,蓝色预警,050116110,3,1
物理与电子工程学院,2016,0501161,红色预警,050116111,37,12
物理与电子工程学院,2016,0501161,蓝色预警,050116113,3,1
物理与电子工程学院,2016,0501161,黄色预警,050116114,6,2
物理与电子工程学院,2016,0501161,蓝色预警,050116130,3,1
物理与电子工程学院,2016,0501161,黄色预警,050116134,6,2
物理与电子工程学院,2016,0502161,黄色预警,050215106,15,4
物理与电子工程学院,2016,0502161,蓝色预警,050215108,4,1
物理与电子工程学院,2016,0502161,蓝色预警,050215119,4,1
物理与电子工程学院,2016,0502161,蓝色预警,050216111,4,1
物理与电子工程学院,2016,0502161,黄色预警,050216116,10,3
物理与电子工程学院,2016,0502161,橙色预警,050216119,16,5
物理与电子工程学院,2016,0502161,蓝色预警,050216121,4,1
物理与电子工程学院,2016,0502161,黄色预警,050216126,11,3
物理与电子工程学院,2016,0502161,蓝色预警,050216134,3,1
物理与电子工程学院,2016,0502162,黄色预警,050216205,9,3
物理与电子工程学院,2016,0502162,蓝色预警,050216207,0.5,1
物理与电子工程学院,2016,0502162,黄色预警,050216219,14,4
物理与电子工程学院,2016,0502162,蓝色预警,050216223,3,1
物理与电子工程学院,2016,0502162,蓝色预警,050216228,3,1
物理与电子工程学院,2016,0502162,蓝色预警,050216230,3,1
物理与电子工程学院,2016,0502162,黄色预警,050216231,6,2
物理与电子工程学院,2016,0505161,蓝色预警,050516105,0.5,1
物理与电子工程学院,2016,0505161,黄色预警,050516106,8,2
物理与电子工程学院,2016,0505161,红色预警,050516109,35,9
物理与电子工程学院,2016,0505161,橙色预警,050516110,21,5
物理与电子工程学院,2016,0505161,红色预警,050516111,25,8
物理与电子工程学院,2016,0505161,黄色预警,050516135,8,2
物理与电子工程学院,2016,0505162,蓝色预警,050516203,4,1
物理与电子工程学院,2016,0505162,黄色预警,050516208,4.5,2
物理与电子工程学院,2016,0505162,橙色预警,050516212,19,6
物理与电子工程学院,2016,0505162,橙色预警,050516215,23.5,7
物理与电子工程学院,2016,0505162,红色预警,050516219,28,7
物理与电子工程学院,2016,0505162,黄色预警,050516220,1,2
物理与电子工程学院,2016,0505162,红色预警,050516222,23.5,8
物理与电子工程学院,2016,0505162,橙色预警,050516223,21,5
物理与电子工程学院,2016,0505162,黄色预警,050516231,7,2
物理与电子工程学院,2016,0505162,橙色预警,050516234,19,5
物理与电子工程学院,2016,0505162,黄色预警,050516239,8,2
物理与电子工程学院,2016,0561161,黄色预警,056116104,8,2
物理与电子工程学院,2016,0561161,黄色预警,056116107,13,3
物理与电子工程学院,2016,0561161,蓝色预警,056116110,4,1
物理与电子工程学院,2016,0561161,蓝色预警,056116111,4,1
物理与电子工程学院,2016,0561161,蓝色预警,056116112,3.5,1
物理与电子工程学院,2016,0561161,蓝色预警,056116114,4,1
物理与电子工程学院,2016,0561161,橙色预警,056116115,16.5,7
物理与电子工程学院,2016,0561161,黄色预警,056116123,7.5,2
物理与电子工程学院,2016,0561161,黄色预警,056116130,7.5,2
物理与电子工程学院,2016,0561161,蓝色预警,056116131,4,1
物理与电子工程学院,2016,0561161,蓝色预警,056116145,3,1
物理与电子工程学院,2016,0561161,蓝色预警,056116147,3.5,1
物理与电子工程学院,2016,Z051161,蓝色预警,Z05116101,0.5,1
物理与电子工程学院,2016,Z051161,黄色预警,Z05116102,11,3
物理与电子工程学院,2016,Z051161,黄色预警,Z05116103,12,3
物理与电子工程学院,2016,Z051161,红色预警,Z05116104,29,9
物理与电子工程学院,2016,Z051161,黄色预警,Z05116109,8,2
物理与电子工程学院,2016,Z051161,黄色预警,Z05116112,8.5,3
物理与电子工程学院,2016,Z051161,蓝色预警,Z05116115,3,1
物理与电子工程学院,2016,Z051161,蓝色预警,Z05116118,3.5,1
物理与电子工程学院,2016,Z051161,黄色预警,Z05116119,5.5,2
物理与电子工程学院,2016,Z051161,蓝色预警,Z05116138,4,1
物理与电子工程学院,2016,Z052161,蓝色预警,Z05216109,0.5,1
物理与电子工程学院,2016,Z052161,黄色预警,Z05216111,12,4
物理与电子工程学院,2016,Z052161,黄色预警,Z05216123,3.5,2
物理与电子工程学院,2016,Z052161,橙色预警,Z05216129,16.5,6
物理与电子工程学院,2016,Z052161,黄色预警,Z05216130,10,3
物理与电子工程学院,2016,Z052161,蓝色预警,Z05216132,4,1
物理与电子工程学院,2016,Z052162,橙色预警,Z05216202,21.5,7
物理与电子工程学院,2016,Z052162,黄色预警,Z05216203,14,4
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216206,3,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216209,4,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216210,4,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216211,4,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216213,4,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216214,4,1
物理与电子工程学院,2016,Z052162,黄色预警,Z05216218,10,3
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216221,4,1
物理与电子工程学院,2016,Z052162,蓝色预警,Z05216223,4,1
物理与电子工程学院,2016,Z052162,黄色预警,Z05216225,6,2
物理与电子工程学院,2017,0502171,黄色预警,050217101,8,2
物理与电子工程学院,2017,0502171,黄色预警,050217102,7,2
物理与电子工程学院,2017,0502171,黄色预警,050217106,7,2
物理与电子工程学院,2017,0502171,黄色预警,050217108,8,2
物理与电子工程学院,2017,0502171,黄色预警,050217112,12,3
物理与电子工程学院,2017,0502171,蓝色预警,050217114,2,1
物理与电子工程学院,2017,0502171,蓝色预警,050217115,2,1
物理与电子工程学院,2017,0502171,蓝色预警,050217121,4,1
物理与电子工程学院,2017,0502171,黄色预警,050217124,8,2
物理与电子工程学院,2017,0502171,蓝色预警,050217125,4,1
物理与电子工程学院,2017,0502171,蓝色预警,050217126,4,1
物理与电子工程学院,2017,0502171,黄色预警,050217127,8,2
物理与电子工程学院,2017,0502171,蓝色预警,050217138,4,1
物理与电子工程学院,2017,0502172,橙色预警,050213206,22.5,7
物理与电子工程学院,2017,0502172,黄色预警,050217201,12,3
物理与电子工程学院,2017,0502172,黄色预警,050217204,7,2
物理与电子工程学院,2017,0502172,红色预警,050217209,25,7
物理与电子工程学院,2017,0502172,红色预警,050217210,24,6
物理与电子工程学院,2017,0502172,红色预警,050217211,25,6
物理与电子工程学院,2017,0502172,红色预警,050217212,24,6
物理与电子工程学院,2017,0502172,蓝色预警,050217220,4,1
物理与电子工程学院,2017,0502172,蓝色预警,050217221,3,1
物理与电子工程学院,2017,0502172,蓝色预警,050217222,4,1
物理与电子工程学院,2017,0502172,黄色预警,050217223,12,3
物理与电子工程学院,2017,0502172,蓝色预警,050217224,4,1
物理与电子工程学院,2017,0502172,黄色预警,050217226,11,3
物理与电子工程学院,2017,0502172,黄色预警,050217228,8,2
物理与电子工程学院,2017,0502172,蓝色预警,050217230,2,1
物理与电子工程学院,2017,0502172,橙色预警,050217233,18,5
物理与电子工程学院,2017,0502172,蓝色预警,050217234,2,1
物理与电子工程学院,2017,0502172,黄色预警,050217239,7,2
物理与电子工程学院,2017,0502172,蓝色预警,050217240,4,1
物理与电子工程学院,2017,0505171,红色预警,050517101,34,9
物理与电子工程学院,2017,0505171,黄色预警,050517102,11,3
物理与电子工程学院,2017,0505171,黄色预警,050517103,8,2
